FID,OBJECTID,SHAPE,BASIS_TYP_TXT,BASIS_TYP,SE_ANNO_CAD_DATA
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-713c,6152996,POINT (16.335757328718195 48.20974349436148),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-713b,6152997,POINT (16.418925005581155 48.23162439257331),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-713a,6152998,POINT (16.319416674579912 48.24553826531504),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-7139,6152999,POINT (16.32380845136116 48.25076967624292),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-7138,6153000,POINT (16.33625547628982 48.21182211488758),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-7137,6153001,POINT (16.335074174279494 48.213850220752214),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-7136,6153002,POINT (16.468449163386335 48.194163679507064),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-7135,6153003,POINT (16.371376805195304 48.21447458178873),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-7134,6153004,POINT (16.361289390993 48.21684210457191),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-7133,6153005,POINT (16.327343576976936 48.210117173525035),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-7132,6153006,POINT (16.376373145887197 48.22566332960294),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-7131,6153007,POINT (16.310261813147214 48.12272659423657),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-7130,6153008,POINT (16.332472506680872 48.190240959205894),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-712f,6153009,POINT (16.347968873885673 48.15837140991778),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-712e,6153010,POINT (16.336618790185383 48.21391655310808),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-712d,6153011,POINT (16.336384783530626 48.212843419972515),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-712c,6153012,POINT (16.336611420672064 48.213516903821294),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-712b,6153013,POINT (16.368534623942192 48.232135769416516),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-712a,6153014,POINT (16.36866930340648 48.23169366338824),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-7129,6153015,POINT (16.400896620282616 48.26188728517358),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-7128,6153016,POINT (16.376206889801683 48.176560812884915),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-7127,6153017,POINT (16.376394481963214 48.176953424957546),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-7126,6153018,POINT (16.329871753700903 48.1815028150852),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-7125,6153019,POINT (16.3786101906091 48.20721567002453),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-7124,6153020,POINT (16.404903178634328 48.21948677568982),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-7123,6153021,POINT (16.39137792435043 48.20927017759814),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-7122,6153022,POINT (16.363494833642758 48.19112121369806),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-7121,6153023,POINT (16.358334681243832 48.200660856071),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-7120,6153024,POINT (16.349135153668506 48.19802786497052),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-711f,6153025,POINT (16.255434986170854 48.17852794758499),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-711e,6153026,POINT (16.267731280555296 48.15083363928359),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-711d,6153027,POINT (16.377389711996898 48.217412358400935),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-711c,6153028,POINT (16.402111564515327 48.22168984198339),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-711b,6153029,POINT (16.390222525481807 48.203049558567194),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-711a,6153030,POINT (16.51237674531499 48.16203921917851),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-7119,6153031,POINT (16.50607855530505 48.164944945077146),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-7118,6153032,POINT (16.466233942244564 48.18950267912922),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-7117,6153033,POINT (16.46430693757465 48.191833769861866),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-7116,6153034,POINT (16.432615313729855 48.21331764225294),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-7115,6153035,POINT (16.42122993532458 48.21976016256855),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-7114,6153036,POINT (16.409347145499392 48.22822199528344),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-7113,6153037,POINT (16.40221274076495 48.233854777112406),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-7112,6153038,POINT (16.39725572101909 48.23829055088243),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-7111,6153039,POINT (16.394527002377885 48.24004370494614),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-7110,6153040,POINT (16.393416774125797 48.24135353578079),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-710f,6153041,POINT (16.38832227545123 48.24726367449235),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-710e,6153042,POINT (16.38959226245794 48.247262281649284),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-710d,6153043,POINT (16.391048605104707 48.243240572691896),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-710c,6153044,POINT (16.39312224491088 48.243222035014306),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-710b,6153045,POINT (16.3912442036941 48.245271219985966),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-710a,6153046,POINT (16.38657375514842 48.249867973740976),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-7109,6153047,POINT (16.382962012883898 48.25195363859416),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-7108,6153048,POINT (16.347131854693018 48.297745577417345),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-7107,6153049,POINT (16.41867580745145 48.22540911545787),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-7106,6153050,POINT (16.456408665355973 48.20012820915835),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-7105,6153051,POINT (16.508423749439547 48.1667036990539),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-7104,6153052,POINT (16.452814910058525 48.202561339185735),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-7103,6153053,POINT (16.44839882060314 48.20551003113077),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-7102,6153054,POINT (16.504873298477115 48.1688518808225),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-7101,6153055,POINT (16.49911928560931 48.17238500773741),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-7100,6153056,POINT (16.49374902168579 48.175762682970955),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-70ff,6153057,POINT (16.490814114892732 48.17749400030618),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-70fe,6153058,POINT (16.482297983453613 48.183008676035506),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-70fd,6153059,POINT (16.47384019363676 48.18852096533954),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-70fc,6153060,POINT (16.47011986905183 48.190968997960226),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-70fb,6153061,POINT (16.463075959220326 48.195599767322264),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-70fa,6153062,POINT (16.43880321385991 48.21183410686641),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-70f9,6153063,POINT (16.42218898189515 48.22313495101211),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-70f8,6153064,POINT (16.407760120974014 48.23415066446701),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-70f7,6153065,POINT (16.40245921005423 48.23903779735484),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-70f6,6153066,POINT (16.404477644637264 48.23679935287096),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-70f5,6153067,POINT (16.39868485063562 48.241611273091344),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-70f4,6153068,POINT (16.39572647088423 48.24548333623085),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-70f3,6153069,POINT (16.393795923921406 48.24701653753288),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-70f2,6153070,POINT (16.375457301728954 48.267779661410756),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-70f1,6150861,POINT (16.443694757424147 48.263280488573244),Zierbrunnen,6,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-70f0,6150862,POINT (16.39836903701854 48.26442434729834),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-70ef,6150863,POINT (16.39833257196675 48.26421793687344),Zierbrunnen,6,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-70ee,6150864,POINT (16.317966418452535 48.21441119095769),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-70ed,6150865,POINT (16.355726858884193 48.20370590071681),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-70ec,6150866,POINT (16.346516511827108 48.20456905828049),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-70eb,6150867,POINT (16.352192126811453 48.20267675752912),Spielbrunnen,3,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-70ea,6150868,POINT (16.338537352427092 48.201431997753865),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-70e9,6150869,POINT (16.338496117788914 48.202026768582584),Spielbrunnen,3,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-70e8,6150870,POINT (16.355083550196106 48.20616536604556),Zierbrunnen,6,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-70e7,6150871,POINT (16.330617779153084 48.19851315221989),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-70e6,6150872,POINT (16.332362555614605 48.2040235245217),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-70e5,6150873,POINT (16.33201022750836 48.20350240169231),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-70e4,6150874,POINT (16.31893549292359 48.19411493229334),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-70e3,6150875,POINT (16.29197029757936 48.16336911482504),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-70e2,6150876,POINT (16.260095738502073 48.19364272838662),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-70e1,6150877,POINT (16.26130769184869 48.19242262224393),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-70e0,6150878,POINT (16.287154036030618 48.185535589066724),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-70df,6150879,POINT (16.274365404633567 48.18121540640853),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-70de,6150880,POINT (16.274409066714636 48.181074429881406),Spielbrunnen,3,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-70dd,6150881,POINT (16.268380505274102 48.182374068677724),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-70dc,6150882,POINT (16.288167919557285 48.16795473326517),Spielbrunnen,3,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-70db,6150883,POINT (16.28751419895049 48.16782663888225),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-70da,6150884,POINT (16.280991131368168 48.16573327479148),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-70d9,6150885,POINT (16.296984699660495 48.16837278770223),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-70d8,6150886,POINT (16.419400330242976 48.173890259387456),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-70d7,6150887,POINT (16.342545047320097 48.2075537639688),Bodenfontäne,12,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-70d6,6150888,POINT (16.367600011064756 48.16643830061283),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-70d5,6150889,POINT (16.384412655706054 48.175937406158496),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-70d4,6150890,POINT (16.368661084170476 48.17454842777709),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-70d3,6150891,POINT (16.36854271414976 48.17469764521685),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-70d2,6150892,POINT (16.490532619984617 48.214538768933814),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-70d1,6150893,POINT (16.368074990025296 48.17470993683706),Spielbrunnen,3,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-70d0,6150894,POINT (16.368119326349614 48.17535505958252),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-70cf,6150895,POINT (16.379591399827852 48.16563214380331),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-70ce,6150896,POINT (16.38639148179954 48.172141007068966),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-70cd,6150897,POINT (16.3941536265562 48.171734152118965),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-70cc,6150898,POINT (16.37773965842542 48.16671964600139),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-70cb,6150899,POINT (16.352041008361912 48.16945401021586),Spielbrunnen,3,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-70ca,6150900,POINT (16.352072395088488 48.16940088435666),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-70c9,6150901,POINT (16.3840038571101 48.16787973658567),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-70c8,6150902,POINT (16.384676080911785 48.16708329811881),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-70c7,6150903,POINT (16.371293738851172 48.172903147055266),Zierbrunnen,6,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-70c6,6150904,POINT (16.37118068146185 48.173428844803816),Spielbrunnen,3,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-70c5,6150905,POINT (16.37164703812359 48.17334482769423),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-70c4,6151454,POINT (16.402621334154954 48.211208125100406),Grundwasserbrunnen,1,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-70c3,6151455,POINT (16.477367408568043 48.253734098768724),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-70c2,6151456,POINT (16.439164624668578 48.23840796506686),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-70c1,6151457,POINT (16.483676190445983 48.28088862733431),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-70c0,6151458,POINT (16.4131118873763 48.27506925932607),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-70bf,6151459,POINT (16.35374710011913 48.19768620662505),Zierbrunnen,6,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-70be,6151460,POINT (16.44507675187484 48.27172422603598),Spielbrunnen,3,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-70bd,6151461,POINT (16.387236161869986 48.1868716310427),Grundwasserbrunnen,1,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-70bc,6151462,POINT (16.38704592014277 48.188080485965294),Grundwasserbrunnen,1,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-70bb,6151463,POINT (16.249790111641758 48.218147086797586),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-70ba,6151464,POINT (16.402998934237363 48.16484689382682),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-70b9,6151465,POINT (16.408124790545255 48.13499757625749),Spielbrunnen,3,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-70b8,6151466,POINT (16.420126296035498 48.132184427489115),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-70b7,6151467,POINT (16.398349073961988 48.14690396744809),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-70b6,6151468,POINT (16.40089474330101 48.14799108711172),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-70b5,6151469,POINT (16.399007563979907 48.150261911334916),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-70b4,6151470,POINT (16.406878886503396 48.14558377022721),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-70b3,6151471,POINT (16.40563328820581 48.14838868581974),Spielbrunnen,3,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-70b2,6151472,POINT (16.405569224435666 48.145577370596776),Zierbrunnen,6,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-70b1,6151473,POINT (16.383545349028456 48.269912656132156),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-70b0,6151474,POINT (16.383317864178203 48.26879228917695),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-70af,6151475,POINT (16.32595909793962 48.16651614402761),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-70ae,6151476,POINT (16.353909181002827 48.22150508408214),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-70ad,6151477,POINT (16.313151072342666 48.20916956773758),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-70ac,6151478,POINT (16.33283340914614 48.2135779160336),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-70ab,6151479,POINT (16.304468385742545 48.20872023648541),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-70aa,6151480,POINT (16.331789550994536 48.21064376439063),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-70a9,6151481,POINT (16.334138181746113 48.205990869370666),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-70a8,6151482,POINT (16.334163217284996 48.20572937293811),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-70a7,6151483,POINT (16.312576020814866 48.21562560293014),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-70a6,6151484,POINT (16.404142567680292 48.14562342399943),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-70a5,6151485,POINT (16.401487899347625 48.146818612954384),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-70a4,6151486,POINT (16.405443279767933 48.14849148531432),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-70a3,6151442,POINT (16.41293085808317 48.18200006245253),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-70a2,6151443,POINT (16.41078869892435 48.181298803026294),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-70a1,6151444,POINT (16.412933014976254 48.18147334902946),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-70a0,6151445,POINT (16.420793971005775 48.17949643032547),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-709f,6151446,POINT (16.415304298158578 48.17928429518888),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-709e,6151447,POINT (16.422811823054978 48.17748062617628),Spielbrunnen,3,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-709d,6151448,POINT (16.498973109707045 48.22268722097926),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-709c,6151449,POINT (16.502162342830427 48.22340961161382),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-709b,6151450,POINT (16.501694777839646 48.22314531021325),Spielbrunnen,3,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-709a,6151451,POINT (16.500686929141477 48.223939046266906),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-7099,6151452,POINT (16.36944707980362 48.22578847758729),Grundwasserbrunnen,1,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-7098,6151453,POINT (16.394568964632814 48.24963750421139),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-7097,6150906,POINT (16.368724356945798 48.17810474995009),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-7096,6150907,POINT (16.354156189512523 48.174815873578105),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-7095,6150908,POINT (16.354731896212197 48.17563620927874),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-7094,6150909,POINT (16.366293443785374 48.181369383976964),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-7093,6150910,POINT (16.36537846428343 48.180310120485096),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-7092,6150911,POINT (16.359935819736485 48.17687984437315),Zierbrunnen,6,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-7091,6150912,POINT (16.360183344580637 48.17683046657048),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-7090,6150913,POINT (16.38063787665156 48.20305258933968),Zierbrunnen,6,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-708f,6150914,POINT (16.381687448341733 48.204817998324884),Trinkbrunnen,4,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-708e,6150915,POINT (16.248046000094615 48.210088949148435),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-708d,6150916,POINT (16.291057420742757 48.159223413056885),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-708c,6150917,POINT (16.396322569863763 48.225947148009546),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-708b,6150918,POINT (16.38435325010757 48.21782611048072),Zierbrunnen,6,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-708a,6150919,POINT (16.343378110079914 48.188323878857304),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-7089,6150920,POINT (16.331715589475547 48.19064598040783),Trinkbrunnen mit Tränke,5,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-7088,6150921,POINT (16.317800926196963 48.179207639980135),Spielbrunnen,3,
TRINKBRUNNENOGD.fid-761673fc_19a031f728b_-7087,6150922,POINT (16.424827328692416 48.15697487875277),Trinkbrunnen mit Tränke,5,
